1;gene;3205901;3671498;-;gene_id;ENSMUSG00000051951;gene_name;Xkr4;gene_biotype;protein_coding
1;gene;3466587;3513553;+;gene_id;ENSMUSG00000089699;gene_name;Gm1992;gene_biotype;antisense
1;gene;3905739;3986215;-;gene_id;ENSMUSG00000102343;gene_name;Gm37381;gene_biotype;lincRNA
1;gene;3999557;4409241;-;gene_id;ENSMUSG00000025900;gene_name;Rp1;gene_biotype;protein_coding
1;gene;4490931;4497354;-;gene_id;ENSMUSG00000025902;gene_name;Sox17;gene_biotype;protein_coding
1;gene;4583129;4586252;-;gene_id;ENSMUSG00000104328;gene_name;Gm37323;gene_biotype;lincRNA
1;gene;4773206;4785739;-;gene_id;ENSMUSG00000033845;gene_name;Mrpl15;gene_biotype;protein_coding
1;gene;4807788;4848410;+;gene_id;ENSMUSG00000025903;gene_name;Lypla1;gene_biotype;protein_coding
1;gene;4807892;4886770;+;gene_id;ENSMUSG00000104217;gene_name;Gm37988;gene_biotype;protein_coding
1;gene;4857814;4897909;+;gene_id;ENSMUSG00000033813;gene_name;Tcea1;gene_biotype;protein_coding
1;gene;4909576;5070285;-;gene_id;ENSMUSG00000002459;gene_name;Rgs20;gene_biotype;protein_coding
1;gene;4970857;4976820;+;gene_id;ENSMUSG00000085623;gene_name;Gm16041;gene_biotype;antisense
1;gene;5070018;5162529;+;gene_id;ENSMUSG00000033793;gene_name;Atp6v1h;gene_biotype;protein_coding
1;gene;5588466;5606131;+;gene_id;ENSMUSG00000025905;gene_name;Oprk1;gene_biotype;protein_coding
1;gene;5913707;5917398;-;gene_id;ENSMUSG00000033774;gene_name;Npbwr1;gene_biotype;protein_coding
1;gene;6206197;6276648;+;gene_id;ENSMUSG00000025907;gene_name;Rb1cc1;gene_biotype;protein_coding
1;gene;6209866;6215293;-;gene_id;ENSMUSG00000090031;gene_name;4732440D04Rik;gene_biotype;antisense
1;gene;6359218;6394731;+;gene_id;ENSMUSG00000087247;gene_name;Alkal1;gene_biotype;protein_coding
1;gene;6487231;6860940;+;gene_id;ENSMUSG00000033740;gene_name;St18;gene_biotype;protein_coding
