1;gene;29554;31109;+;gene_id;ENSG00000243485;gene_name;MIR1302-2HG;gene_biotype;lincRNA
1;gene;34554;36081;-;gene_id;ENSG00000237613;gene_name;FAM138A;gene_biotype;lincRNA
1;gene;65419;71585;+;gene_id;ENSG00000186092;gene_name;OR4F5;gene_biotype;protein_coding
1;gene;89295;133723;-;gene_id;ENSG00000238009;gene_name;AL627309.1;gene_biotype;lincRNA
1;gene;89551;91105;-;gene_id;ENSG00000239945;gene_name;AL627309.3;gene_biotype;lincRNA
1;gene;139790;140339;-;gene_id;ENSG00000239906;gene_name;AL627309.2;gene_biotype;antisense
1;gene;160446;161525;+;gene_id;ENSG00000241599;gene_name;AL627309.4;gene_biotype;lincRNA
1;gene;358857;366052;+;gene_id;ENSG00000236601;gene_name;AL732372.1;gene_biotype;lincRNA
1;gene;450703;451697;-;gene_id;ENSG00000284733;gene_name;OR4F29;gene_biotype;protein_coding
1;gene;587629;594768;+;gene_id;ENSG00000235146;gene_name;AC114498.1;gene_biotype;lincRNA
1;gene;685679;686673;-;gene_id;ENSG00000284662;gene_name;OR4F16;gene_biotype;protein_coding
1;gene;760911;761989;+;gene_id;ENSG00000229905;gene_name;AL669831.2;gene_biotype;antisense
1;gene;778770;810060;+;gene_id;ENSG00000237491;gene_name;AL669831.5;gene_biotype;lincRNA
1;gene;817371;819837;+;gene_id;ENSG00000177757;gene_name;FAM87B;gene_biotype;lincRNA
1;gene;826206;827522;-;gene_id;ENSG00000225880;gene_name;LINC00115;gene_biotype;lincRNA
1;gene;868071;876903;-;gene_id;ENSG00000230368;gene_name;FAM41C;gene_biotype;lincRNA
1;gene;904834;915976;+;gene_id;ENSG00000272438;gene_name;AL645608.7;gene_biotype;lincRNA
1;gene;911435;914948;+;gene_id;ENSG00000230699;gene_name;AL645608.3;gene_biotype;lincRNA
1;gene;914171;914971;+;gene_id;ENSG00000241180;gene_name;AL645608.5;gene_biotype;lincRNA
1;gene;916865;921016;-;gene_id;ENSG00000223764;gene_name;AL645608.1;gene_biotype;lincRNA
1;gene;923928;944581;+;gene_id;ENSG00000187634;gene_name;SAMD11;gene_biotype;protein_coding
1;gene;944204;959309;-;gene_id;ENSG00000188976;gene_name;NOC2L;gene_biotype;protein_coding
1;gene;960587;965715;+;gene_id;ENSG00000187961;gene_name;KLHL17;gene_biotype;protein_coding
1;gene;966497;975865;+;gene_id;ENSG00000187583;gene_name;PLEKHN1;gene_biotype;protein_coding
1;gene;975204;982093;-;gene_id;ENSG00000187642;gene_name;PERM1;gene_biotype;protein_coding
1;gene;995966;998051;-;gene_id;ENSG00000272512;gene_name;AL645608.8;gene_biotype;lincRNA
1;gene;998962;1000172;-;gene_id;ENSG00000188290;gene_name;HES4;gene_biotype;protein_coding
1;gene;1001138;1014541;+;gene_id;ENSG00000187608;gene_name;ISG15;gene_biotype;protein_coding
1;gene;1011997;1013193;-;gene_id;ENSG00000224969;gene_name;AL645608.2;gene_biotype;antisense
1;gene;1020123;1056118;+;gene_id;ENSG00000188157;gene_name;AGRN;gene_biotype;protein_coding
1;gene;1062208;1063288;-;gene_id;ENSG00000273443;gene_name;AL645608.9;gene_biotype;lincRNA
1;gene;1070966;1074307;-;gene_id;ENSG00000237330;gene_name;RNF223;gene_biotype;protein_coding
1;gene;1081818;1116361;-;gene_id;ENSG00000131591;gene_name;C1orf159;gene_biotype;protein_coding
1;gene;1137017;1144056;+;gene_id;ENSG00000223823;gene_name;LINC01342;gene_biotype;lincRNA
1;gene;1169357;1170343;+;gene_id;ENSG00000272141;gene_name;AL390719.2;gene_biotype;lincRNA
1;gene;1173056;1179555;-;gene_id;ENSG00000205231;gene_name;TTLL10-AS1;gene_biotype;antisense
1;gene;1173884;1197935;+;gene_id;ENSG00000162571;gene_name;TTLL10;gene_biotype;protein_coding
1;gene;1203508;1206691;-;gene_id;ENSG00000186891;gene_name;TNFRSF18;gene_biotype;protein_coding
1;gene;1211326;1214138;-;gene_id;ENSG00000186827;gene_name;TNFRSF4;gene_biotype;protein_coding
1;gene;1216908;1232031;-;gene_id;ENSG00000078808;gene_name;SDF4;gene_biotype;protein_coding
1;gene;1232265;1235041;+;gene_id;ENSG00000176022;gene_name;B3GALT6;gene_biotype;protein_coding
1;gene;1242446;1246722;-;gene_id;ENSG00000184163;gene_name;C1QTNF12;gene_biotype;protein_coding
1;gene;1249777;1251334;-;gene_id;ENSG00000260179;gene_name;AL162741.1;gene_biotype;lincRNA
1;gene;1253909;1273885;-;gene_id;ENSG00000160087;gene_name;UBE2J2;gene_biotype;protein_coding
1;gene;1275223;1280420;+;gene_id;ENSG00000230415;gene_name;LINC01786;gene_biotype;lincRNA
1;gene;1280436;1292029;+;gene_id;ENSG00000162572;gene_name;SCNN1D;gene_biotype;protein_coding
1;gene;1292376;1309609;-;gene_id;ENSG00000131584;gene_name;ACAP3;gene_biotype;protein_coding
1;gene;1308567;1311677;+;gene_id;ENSG00000169972;gene_name;PUSL1;gene_biotype;protein_coding
1;gene;1311585;1324691;-;gene_id;ENSG00000127054;gene_name;INTS11;gene_biotype;protein_coding
1;gene;1324756;1328897;+;gene_id;ENSG00000224051;gene_name;CPTP;gene_biotype;protein_coding
1;gene;1331314;1335306;+;gene_id;ENSG00000169962;gene_name;TAS1R3;gene_biotype;protein_coding
1;gene;1335276;1349350;-;gene_id;ENSG00000107404;gene_name;DVL1;gene_biotype;protein_coding
1;gene;1352689;1361777;-;gene_id;ENSG00000162576;gene_name;MXRA8;gene_biotype;protein_coding
1;gene;1373730;1375495;-;gene_id;ENSG00000175756;gene_name;AURKAIP1;gene_biotype;protein_coding
1;gene;1385711;1399328;-;gene_id;ENSG00000221978;gene_name;CCNL2;gene_biotype;protein_coding
1;gene;1401908;1407313;-;gene_id;ENSG00000242485;gene_name;MRPL20;gene_biotype;protein_coding
1;gene;1409096;1410618;+;gene_id;ENSG00000272455;gene_name;AL391244.3;gene_biotype;lincRNA
1;gene;1418420;1421769;-;gene_id;ENSG00000235098;gene_name;ANKRD65;gene_biotype;protein_coding
1;gene;1420245;1422691;+;gene_id;ENSG00000225905;gene_name;AL391244.2;gene_biotype;antisense
1;gene;1426128;1427787;+;gene_id;ENSG00000205116;gene_name;TMEM88B;gene_biotype;protein_coding
1;gene;1430539;1434573;-;gene_id;ENSG00000225285;gene_name;LINC01770;gene_biotype;lincRNA
1;gene;1434861;1442882;+;gene_id;ENSG00000179403;gene_name;VWA1;gene_biotype;protein_coding
1;gene;1449689;1470158;+;gene_id;ENSG00000215915;gene_name;ATAD3C;gene_biotype;protein_coding
